ligand_id,activity_label,canonical_smiles,inchikey,pdb_id,unidock_best_score,CNNscore,CNNaffinity,CNN_VS,gnina_affinity,heavy_atoms,mol_wt,logp,is_active,ligand_efficiency,out_of_range_cnnscore,suspicious_cnnaffinity_extreme,positive_gnina_affinity,extreme_positive_gnina_affinity,suspicious_unidock_extreme_negative,extreme_unidock_negative,suspicious_unidock_positive,suspicious_ligand_efficiency_extreme,anomaly_flags,has_any_score_anomaly,rankscore_unidock_best,pct_unidock_best,rankscore_gnina_cnnscore,pct_gnina_cnnscore,rankscore_gnina_cnnaffinity,pct_gnina_cnnaffinity,rankscore_gnina_cnn_vs,pct_gnina_cnn_vs,rankscore_gnina_affinity,pct_gnina_affinity,fusion_unidock_cnnscore,fusion_unidock_cnnaffinity,fusion_cnnscore_cnnaffinity,fusion_unidock_cnnscore_cnnaffinity
847081,inactive,COc1ccc2c(c1)C(C)=CC(C)(C)N2C(=O)C[NH2+]Cc1ccc2c(c1)OCO2,QFUPOBBQWUWYSA-UHFFFAOYSA-O,4QTA,-8.047,0.48039,6.2192,2.987641488,-2.26337,29.0,,,0,-0.27748275862068966,False,False,False,False,False,False,False,False,,False,8.047,0.8191286069176381,0.48039,0.8358494171603287,6.2192,0.9042614179247086,2.987641488,0.8780814064590101,2.26337,0.09287215746225874,0.8274890120389834,0.8616950124211733,0.8700554175425186,0.8530798140008917
860635,inactive,CCCOc1ccc(C(=O)C2=C(O)C(=O)N(c3cc(C)on3)C2c2ccc(C(=O)OC)cc2)cc1,OSFWQVSVWAXTBR-UHFFFAOYSA-N,4QTA,-8.047,0.17461,6.2663,1.094158643,-8.43324,35.0,,,0,-0.22991428571428574,False,False,False,False,False,False,False,False,,False,8.047,0.8191286069176381,0.17461,0.5088859163004013,6.2663,0.913242881712211,1.094158643,0.5757691572711637,8.43324,0.8545767246321422,0.6640072616090197,0.8661857443149246,0.7110643990063061,0.7470858016434168
846393,inactive,CC(C)CNC(=O)C1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1,HWDKJMPEVXHELT-UHFFFAOYSA-N,4QTA,-8.046,0.0751,4.83178,0.362866678,-8.70138,28.0,,,0,-0.2873571428571428,False,False,False,False,False,False,False,False,,False,8.046,0.8185553219950316,0.0751,0.21956812535830308,4.83178,0.3701509650296197,0.362866678,0.22396330976495318,8.70138,0.8973819988534302,0.5190617236766674,0.5943531435123256,0.2948595451939614,0.4694248041276515
861634,active,COc1ccc(C2=Nn3c(nnc3-c3ccc(OC)cc3)SC2)cc1,NCMKRJBGQAIBBB-UHFFFAOYSA-N,4QTA,-8.046,0.38848,5.04872,1.9613267456,-2.28199,25.0,,,1,-0.32183999999999996,False,False,False,False,False,False,False,False,,False,8.046,0.8185553219950316,0.38848,0.7756545002866425,5.04872,0.46856487674374164,1.9613267456,0.7584559526084464,2.28199,0.09344544238486528,0.797104911140837,0.6435600993693866,0.6221096885151921,0.6875915663418053
7976538,inactive,COc1cc(NC(=O)Cc2ccccc2)ccc1NC(=O)c1ccco1,VRNNTOYEOBJJEW-UHFFFAOYSA-N,4QTA,-8.045,0.10422,5.04841,0.5261452901999999,-8.45069,26.0,,,0,-0.3094230769230769,False,False,False,False,False,False,False,False,,False,8.045,0.8181731320466272,0.10422,0.3154978024077967,5.04841,0.4678004968469329,0.5261452901999999,0.3284922606535448,8.45069,0.858589719090388,0.566835467227212,0.6429868144467801,0.3916491496273648,0.5338238104337857
861156,inactive,CCCNC(=O)c1c(N)n(-c2cccc(OC)c2)c2nc3ccccc3nc12,DXMJTUNVVLBYBJ-UHFFFAOYSA-N,4QTA,-8.045,0.06189,5.52932,0.3422096148,-8.39674,28.0,,,0,-0.28732142857142856,False,False,False,False,False,False,False,False,,False,8.045,0.8181731320466272,0.06189,0.1712210968851519,5.52932,0.6803936556468565,0.3422096148,0.20714695203516148,8.39674,0.8484616854576724,0.4946971144658896,0.7492833938467418,0.4258073762660042,0.5565959615262118
4246254,inactive,Cc1ccc(CCNC(=O)c2coc3nc4ccccc4nc23)cc1,VDPUFKSZYULOEQ-UHFFFAOYSA-N,4QTA,-8.044,0.05356,4.61967,0.2474295252,-8.24103,25.0,,,0,-0.32176000000000005,False,False,False,False,False,False,False,False,,False,8.044,0.817886489585324,0.05356,0.13548633670934454,4.61967,0.28243837187081977,0.2474295252,0.13472195681253582,8.24103,0.8186508694821326,0.47668641314733423,0.5501624307280719,0.20896235429008214,0.4119370660551627
4240432,active,Cc1cccc(CNc2ncnc3ccc(-c4cccnc4)cc23)c1,PVYRKYZQNRKZNI-UHFFFAOYSA-N,4QTA,-8.041,0.05662,4.94455,0.2799604209999999,-5.46382,25.0,,,1,-0.32164000000000004,False,False,False,False,False,False,False,False,,False,8.041,0.8176953946111217,0.05662,0.14695203516147526,4.94455,0.41954901586088283,0.2799604209999999,0.16109306325243647,5.46382,0.1731320466271737,0.4823237148862985,0.6186222052360023,0.283250525511179,0.46139881521115994
848657,inactive,CC12CC(c3ccccc3O1)C(C(=O)NCc1ccccc1)C(=O)N2,BJEIAJDDINZWTF-UHFFFAOYSA-N,4QTA,-8.038,0.08276,5.05849,0.4186406324,-8.16073,25.0,,,0,-0.32152000000000003,False,False,False,False,False,False,False,False,,False,8.038,0.8175042996369195,0.08276,0.24441047200458627,5.05849,0.47372444104720046,0.4186406324,0.25874259506974967,8.16073,0.8003057519587234,0.5309573858207529,0.64561437034206,0.35906745652589334,0.5118797375629022
4265165,inactive,Cc1ccc(NC(=O)c2ccco2)c(NC(=O)c2cccs2)c1,XPHNOADKFMZYTH-UHFFFAOYSA-N,4QTA,-8.037,0.16777,5.48595,0.9203778315,-8.14119,23.0,,,0,-0.3494347826086957,False,False,False,False,False,False,False,False,,False,8.037,0.8173132046627174,0.16777,0.4945537932352379,5.48595,0.6615708006879419,0.9203778315,0.5207338047009363,8.14119,0.7974393273456908,0.6559334989489777,0.7394420026753297,0.57806229696159,0.6578125995286325
7965964,inactive,O=C(NCc1ccc2c(c1)OCO2)c1cccc2c1C(=O)N(C1CCCCC1)C2,OLBYWCBYXZBFEE-UHFFFAOYSA-N,4QTA,-8.036,0.08188,6.01572,0.4925671536,-8.1758,29.0,,,0,-0.27710344827586203,False,False,False,False,False,False,False,False,,False,8.036,0.8171221096885152,0.08188,0.24097076246894705,6.01572,0.8528568698643225,0.4925671536,0.307280718517103,8.1758,0.8033632715459583,0.5290464360787311,0.8349894897764188,0.5469138161666348,0.636983247340595
4237489,active,CN(C)c1ccc(-c2cncnc2NCc2ccccc2)cc1,KJTCWKIAAMODEN-UHFFFAOYSA-N,4QTA,-8.035,0.04798,4.75059,0.2279333082,-8.22174,23.0,,,1,-0.3493478260869565,False,False,False,False,False,False,False,False,,False,8.035,0.8168354672272119,0.04798,0.11408369959870056,4.75059,0.337282629466845,0.2279333082,0.11733231416013759,8.22174,0.8142556850754825,0.46545958341295623,0.5770590483470285,0.2256831645327728,0.4227339320975858
7964846,inactive,O=C(c1cc(C2CC2)on1)N1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,OWOYVVFMXWXPBW-UHFFFAOYSA-O,4QTA,-8.035,0.27764,5.215,1.4478926,2.36168,29.0,,,0,-0.27706896551724136,False,False,True,False,False,False,False,False,positive_gnina_affinity,True,8.035,0.8168354672272119,0.27764,0.6695967896044334,5.215,0.5463405312440283,1.4478926,0.663863940378368,-2.36168,0.04586279380852284,0.7432161284158226,0.6815879992356201,0.6079686604242308,0.6775909293585579
4251595,inactive,O=C(c1ccco1)N1CCN(C(=O)c2cccc3c2C(=O)N(C2CCCCC2)C3)CC1,IMCUEHOSTYMOBU-UHFFFAOYSA-N,4QTA,-8.033,0.12393,4.74407,0.5879325951,4.33388,31.0,,,0,-0.2591290322580645,False,False,True,False,False,False,False,False,positive_gnina_affinity,True,8.033,0.8163577297917065,0.12393,0.38304987578826677,4.74407,0.33508503726351996,0.5879325951,0.3659468755971718,-4.33388,0.030384100898146377,0.5997038027899866,0.5757213835276133,0.35906745652589334,0.5114975476144977
4254411,inactive,O=C1Oc2ccccc2C(=O)/C1=C\N1C(=O)N/C(=C\c2ccccc2O)C1=O,OXOLJTSYTWUJTR-RWNVEXOMSA-N,4QTA,-8.033,0.06689,3.76618,0.2519197802,-6.55819,28.0,,,0,-0.2868928571428571,False,False,False,False,False,False,False,False,,False,8.033,0.8163577297917065,0.06689,0.19166825912478502,3.76618,0.04777374355054462,0.2519197802,0.13739728645136634,6.55819,0.34473533346073,0.5040129944582458,0.4320657366711256,0.11972100133766482,0.35193324415567867
4259708,inactive,O=C(CCC1COc2ccccc2O1)Nc1cccnc1,OQKOGNXNRFFOLT-UHFFFAOYSA-N,4QTA,-8.033,0.44845,4.57656,2.052358332,-8.70837,21.0,,,0,-0.3825238095238095,False,False,False,False,False,False,False,False,,False,8.033,0.8163577297917065,0.44845,0.8155933498948977,4.57656,0.2663863940378368,2.052358332,0.7716415058283967,8.70837,0.8983374737244411,0.8159755398433022,0.5413720619147717,0.5409898719663673,0.6327791579081471
11112552,inactive,C=C1c2cccc([O-])c2C(=O)C2=C([O-])[C@@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,MHIGBKBJSQVXNH-CKLJQEEZSA-L,4QTA,-8.032,0.34067,6.25788,2.1318719796,-8.64002,32.0,,,0,-0.251,False,False,False,False,False,False,False,False,,False,8.032,0.8159755398433021,0.34067,0.7352379132428817,6.25788,0.9124785018154022,2.1318719796,0.7811962545385056,8.64002,0.8908847697305561,0.7756067265430919,0.8642270208293521,0.823858207529142,0.821230651633862
3714831,inactive,COc1ccc(-c2nnc(SC3CCOC3=O)n2C2CCCCC2)cc1OC,WCSBASQEHOIGKE-UHFFFAOYSA-N,4QTA,-8.031,0.07598,5.13634,0.3902591132,-8.89663,28.0,,,0,-0.2868214285714286,False,False,False,False,False,False,False,False,,False,8.031,0.8156888973819989,0.07598,0.2230078348939423,5.13634,0.512898910758647,0.3902591132,0.24173514236575577,8.89663,0.9229887253965221,0.5193483661379706,0.664293904070323,0.36795337282629464,0.5171985476781961
846917,inactive,CSc1nnc2n(-c3ccccc3)c(=O)c3c4c(sc3n12)CCC4,SMKGNTQIYGOYCK-UHFFFAOYSA-N,4QTA,-8.031,0.31245,6.19397,1.9353059265,-8.32248,24.0,,,0,-0.334625,False,False,False,False,False,False,False,False,,False,8.031,0.8156888973819989,0.31245,0.7081979743932735,6.19397,0.8989107586470476,1.9353059265,0.7550162430728072,8.32248,0.8343206573667112,0.7619434358876362,0.8572998280145232,0.8035543665201605,0.8075992101407734
4249850,inactive,O=C(c1ccco1)N1CCN(C(=O)c2ccc(Cn3cc(Br)cn3)o2)CC1,PBTNPHGQDUQWCC-UHFFFAOYSA-N,4QTA,-8.03,0.26334,5.78354,1.5230374236000002,-8.47442,27.0,,,0,-0.2974074074074074,False,False,False,False,False,False,False,False,,False,8.03,0.8153067074335945,0.26334,0.6535448117714504,5.78354,0.7798585897190904,1.5230374236000002,0.6791515383145423,8.47442,0.8633670934454424,0.7344257596025224,0.7975826485763424,0.7167017007452704,0.7495700363080452
4261082,inactive,O=C(Nc1cccnc1)c1c(F)c(F)c(F)c(F)c1F,HVJVKUPYDJBDDN-UHFFFAOYSA-N,4QTA,-8.03,0.62866,5.64464,3.5485593824,-8.75051,20.0,,,0,-0.40149999999999997,False,False,False,False,False,False,False,False,,False,8.03,0.8153067074335945,0.62866,0.9138161666348175,5.64464,0.7240588572520543,3.5485593824,0.9252818650869482,8.75051,0.9031148480794955,0.864561437034206,0.7696827823428244,0.8189375119434359,0.8177272437734887
3716241,inactive,Fc1ccc(-c2nnc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)o2)cc1,FYWMFAYWSDLBRO-UHFFFAOYSA-N,5WP1,-8.029,0.43696,5.7363,2.506533648,-8.03627,28.0,,,0,-0.28675,False,False,False,False,False,False,False,False,,False,8.029,0.8148289699980891,0.43696,0.8085228358494172,5.7363,0.7611312822472769,2.506533648,0.8261035734760176,8.03627,0.7714504108541945,0.8116759029237531,0.787980126122683,0.784827059048347,0.7948276960315944
842535,inactive,Cc1cc([N-]S(=O)(=O)c2ccc(NC(=O)COc3ccc(Cl)cc3)cc2)no1,BKPBODJXAWILCB-UHFFFAOYSA-M,4QTA,-8.029,0.27863,6.23641,1.7376509183,-8.17442,28.0,,,0,-0.28675,False,False,False,False,False,False,False,False,,False,8.029,0.8148289699980891,0.27863,0.6707433594496465,6.23641,0.9080833174087521,1.7376509183,0.7244410472004587,8.17442,0.8027899866233518,0.7427861647238678,0.8614561437034206,0.7894133384291993,0.7978852156188293
851078,inactive,CCOC(=O)CN1C(=O)C(C)(C)Oc2ccc(C(=O)Nc3ccccc3)cc21,KAAWEKKBDDDBBS-UHFFFAOYSA-N,4QTA,-8.029,0.25742,5.78785,1.489908347,-8.4149,28.0,,,0,-0.28675,False,False,False,False,False,False,False,False,,False,8.029,0.8148289699980891,0.25742,0.6464742977259698,5.78785,0.7815784444869099,1.489908347,0.6724632142174661,8.4149,0.8507548251480986,0.7306516338620295,0.7982037072424994,0.7140263711064398,0.7476272374036563
4259736,inactive,O=C1CC(Sc2nnc(-c3ccccc3O)o2)C(=O)N1c1ccccc1,LVJLMFNHFSOLJO-UHFFFAOYSA-N,4QTA,-8.028,0.20476,5.65984,1.1589088384,-8.4964,26.0,,,0,-0.3087692307692308,False,False,False,False,False,False,False,False,,False,8.028,0.8144467800496847,0.20476,0.5673609784062679,5.65984,0.7317026562201414,1.1589088384,0.5916300401299446,8.4964,0.8677622778520925,0.6909038792279762,0.7730747181349131,0.6495318173132046,0.7045034715586981
4246374,inactive,Oc1nc2c(-c3ccccc3F)nnn2c2ccccc12,MPDCIGNJIGSGIR-UHFFFAOYSA-N,4QTA,-8.027,0.10079,4.35201,0.4386390879,-8.4648,21.0,,,0,-0.3822380952380952,False,False,False,False,False,False,False,False,,False,8.027,0.8142556850754825,0.10079,0.3057519587234856,4.35201,0.18326008025988916,0.4386390879,0.2692528186508695,8.4648,0.8624116185744315,0.5600038218994841,0.49875788266768584,0.24450601949168738,0.43442257468628576
11111675,inactive,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,KYWCWBXGRWWINE-UHFFFAOYSA-N,4QTA,-8.026,0.12301,5.16482,0.6353245082,-8.95842,28.0,,,0,-0.28664285714285714,False,False,False,False,False,False,False,False,,False,8.026,0.8139690426141792,0.12301,0.38047009363653733,5.16482,0.5230269443913625,0.6353245082,0.39384674183068985,8.95842,0.9317790942098223,0.5972195681253583,0.6684979935027708,0.45174851901394997,0.5724886935473598
843359,inactive,Cc1cccc(C(=O)N2CCC(n3nnc4cc(F)ccc43)CC2)c1,FJVHMKAFGUGLLO-UHFFFAOYSA-N,4QTA,-8.026,0.23157,5.92404,1.3718299428,-8.30998,25.0,,,0,-0.32104,False,False,False,False,False,False,False,False,,False,8.026,0.8139690426141792,0.23157,0.6124593923179821,5.92404,0.8268679533728263,1.3718299428,0.6489585323905981,8.30998,0.8312631377794764,0.7132142174660807,0.8204184979935027,0.7196636728454042,0.7510987961016626
862168,inactive,Clc1ccc(-c2nn3c(-c4ccccn4)nnc3s2)c(Cl)c1,NHYBLPMHCSFKOM-UHFFFAOYSA-N,4QTA,-8.025,0.33669,6.04033,2.0337187077,-8.79243,22.0,,,0,-0.3647727272727273,False,False,False,False,False,False,False,False,,False,8.025,0.813682400152876,0.33669,0.7296006115039174,6.04033,0.8601184788840054,2.0337187077,0.7687750812153641,8.79243,0.9082744123829544,0.7716415058283967,0.8369004395184407,0.7948595451939614,0.8011338301802663
3712871,inactive,COc1ccc(Cc2nnc(SCC(=O)c3ccccc3)o2)cc1,YWISOFMEHVAWDT-UHFFFAOYSA-N,4QTA,-8.023,0.45117,5.71235,2.5772409495,-7.83868,24.0,,,0,-0.33429166666666665,False,False,False,False,False,False,False,False,,False,8.023,0.8133002102044716,0.45117,0.8173132046627174,5.71235,0.7522453659468756,2.5772409495,0.8364227020829352,7.83868,0.7236766673036499,0.8153067074335945,0.7827727880756736,0.7847792853047966,0.7942862602713548
3714352,inactive,Nc1cc(C2CCCC2)nn1-c1ccccc1,CYEJSDIIYMALPN-UHFFFAOYSA-N,4QTA,-8.023,0.30845,5.18934,1.6006519229999998,-8.28772,17.0,,,0,-0.4719411764705882,False,False,False,False,False,False,False,False,,False,8.023,0.8133002102044716,0.30845,0.7039938849608255,5.18934,0.5347792853047965,1.6006519229999998,0.6950124211733232,8.28772,0.8268679533728263,0.7586470475826486,0.674039747754634,0.619386585132811,0.6840244601566979
851447,inactive,O=C([O-])C1C2C=CC(C2)C1C(=O)NCc1ccccn1,XQNAZWMFMIRORX-UHFFFAOYSA-M,4QTA,-8.023,0.11784,5.08748,0.5995086432000001,-8.10296,20.0,,,0,-0.40115,False,False,False,False,False,False,False,False,,False,8.023,0.8133002102044716,0.11784,0.3631759984712402,5.08748,0.49034970380278997,0.5995086432000001,0.37148862984903497,8.10296,0.7861647238677623,0.588238104337856,0.6518249570036307,0.42676285113701506,0.555608637492834
4251350,inactive,CCCCNC(=O)c1nn(-c2ccccc2OC)c(=O)c2ccccc12,QUGLTFPRNHDPOE-UHFFFAOYSA-N,4QTA,-8.02,0.12573,5.07087,0.6375604851000001,-7.69005,26.0,,,0,-0.30846153846153845,False,False,False,False,False,False,False,False,,False,8.02,0.8128224727689661,0.12573,0.38677622778520926,5.07087,0.4804127651442767,0.6375604851000001,0.3953755016243073,7.69005,0.6795337282629467,0.5997993502770878,0.6466176189566214,0.433594496464743,0.5600038218994841
4252289,inactive,COc1ccc(N2C([NH3+])=C(C#N)C(c3cccnc3)C3=C2CC(C)(C)CC3=O)cc1,CAVDSXKTIHPTJI-UHFFFAOYSA-O,4ZZN,-8.02,0.02973,4.67103,0.1388697219,-7.91422,30.0,,,0,-0.2673333333333333,False,False,False,False,False,False,False,False,,False,8.02,0.8128224727689661,0.02973,0.04662717370533155,4.67103,0.3023122491878464,0.1388697219,0.05197783298299255,7.91422,0.7416395948786547,0.42972482323714883,0.5575673609784062,0.17446971144658896,0.3872539652207147
4249343,active,COc1ccc(C2=NOC(C(=O)Nc3cc(Br)ccc3O)C2)cc1OC,BSJXPJCGNARBDR-UHFFFAOYSA-N,4QTA,-8.019,0.42986,5.74792,2.4708008912,0.29844,26.0,,,1,-0.3084230769230769,False,False,True,False,False,False,False,False,positive_gnina_affinity,True,8.019,0.8124402828205618,0.42986,0.8048920313395758,5.74792,0.7659086566023313,2.4708008912,0.8217083890693675,-0.29844,0.06287024651251671,0.8086661570800688,0.7891744697114466,0.7854003439709536,0.794413656920823
4260365,active,Cc1ccccc1NC(=O)c1[nH]cnc1C(=O)NCc1ccccc1,GRERGNBRPOSGPD-UHFFFAOYSA-N,4QTA,-8.019,0.13404,4.68509,0.6279894636,-8.14954,25.0,,,1,-0.32076,False,False,False,False,False,False,False,False,,False,8.019,0.8124402828205618,0.13404,0.4095165297152685,4.68509,0.3084272883623161,0.6279894636,0.3881138926046245,8.14954,0.7983948022167017,0.6109784062679151,0.560433785591439,0.3589719090387923,0.5101280336327154
4238673,inactive,COC(=O)N1CCC[C@@]2(CC[NH+](Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,RAZVZPJMPYXMDC-KRWDZBQOSA-O,4QTA,-8.018,0.04471,5.36154,0.2397144534,-8.62306,29.0,,,0,-0.27648275862068966,False,False,False,False,False,False,False,False,,False,8.018,0.8119625453850564,0.04471,0.09898719663672845,5.36154,0.6053888782725014,0.2397144534,0.1270781578444487,8.62306,0.8882094400917255,0.45547487101089246,0.708675711828779,0.3521880374546149,0.5054462067647622
4242623,inactive,CCOC(=O)CC(Nc1nc(N2CCOCC2)nc(N2CCOCC2)n1)c1ccccc1Cl,KZBGGLZPIXJGLN-UHFFFAOYSA-N,4QTA,-8.018,0.18322,6.02932,1.1046920104,-8.32493,33.0,,,0,-0.242969696969697,False,False,False,False,False,False,False,False,,False,8.018,0.8119625453850564,0.18322,0.5255111790559909,6.02932,0.8566787693483662,1.1046920104,0.5790177718326008,8.32493,0.8347028473151156,0.6687368622205236,0.8343206573667112,0.6910949742021786,0.7313841645964713
4244200,inactive,COC1(OC)[NH+]=C(N)C2(C#N)C(c3ccc(C)cc3)C12C#N,JNHCIKVGMVQAGZ-UHFFFAOYSA-O,4QTA,-8.018,0.17634,5.22344,0.9211014096,-7.48893,22.0,,,0,-0.3644545454545455,False,False,False,False,False,False,False,False,,False,8.018,0.8119625453850564,0.17634,0.5123256258360405,5.22344,0.5492069558570609,0.9211014096,0.5209248996751386,7.48893,0.6193388113892605,0.6621440856105485,0.6805847506210587,0.5307662908465507,0.6244983756927193
4240606,inactive,CC(C)COC(=O)NCC12C=CC(O1)C1C(=O)N(c3ccc(Cl)cc3)C(=O)C12,GNHMVTNVKQLOBK-UHFFFAOYSA-N,4QTA,-8.017,0.18583,6.44335,1.1973677305,-8.19774,28.0,,,0,-0.28632142857142856,False,False,False,False,False,False,False,False,,False,8.017,0.811580355436652,0.18583,0.5302885534110453,6.44335,0.942289317790942,1.1973677305,0.6055799732467037,8.19774,0.8090961207720236,0.6709344544238487,0.876934836613797,0.7362889356009936,0.7613860755462132
4253746,inactive,O=[N+]([O-])c1cc(Cc2cc([N+](=O)[O-])c3cccnc3c2[O-])c([O-])c2ncccc12,IDLYRQLIMDZRHY-UHFFFAOYSA-L,4QTA,-8.016,0.3919,6.0725,2.37981275,-4.22274,29.0,,,0,-0.27641379310344827,False,False,False,False,False,False,False,False,,False,8.016,0.8111981654882476,0.3919,0.7781387349512707,6.0725,0.8696732275941143,2.37981275,0.8108159755398433,4.22274,0.1251672081024269,0.7946684502197592,0.840435696541181,0.8239059812726925,0.8196700426778776
7967752,inactive,CCN1CC[NH+](Cc2ccc(NC(=O)CC3Oc4ccc(C)cc4NC3=O)cc2)CC1,FXOCCWPQMTWMGT-UHFFFAOYSA-O,4QTA,-8.016,0.04146,4.648,0.1927060799999999,-8.64064,31.0,,,0,-0.2585806451612903,False,False,False,False,False,False,False,False,,False,8.016,0.8111981654882476,0.04146,0.08752149818459774,4.648,0.29352188037454613,0.1927060799999999,0.09077011274603478,8.64064,0.8910758647047583,0.4493598318364227,0.5523600229313969,0.19052168927957194,0.39741384801579716
858504,inactive,COc1ccc2[nH]cc(C(=O)C[NH+]3CCN(C(=O)c4ccco4)CC3)c2c1,ZTQHGXIQPAFBEB-UHFFFAOYSA-O,4QTA,-8.016,0.47374,6.43595,3.048966953,-8.30191,27.0,,,0,-0.29688888888888887,False,False,False,False,False,False,False,False,,False,8.016,0.8111981654882476,0.47374,0.830880947831072,6.43595,0.9413338429199312,3.048966953,0.8849608255302885,8.30191,0.8303076629084655,0.8210395566596598,0.8762660042040894,0.8861073953755016,0.8611376520797501
4261995,inactive,COc1ccc(CCC(=O)N2c3ccccc3CC2C)cc1,LZBRNWFWTJDQAW-UHFFFAOYSA-N,4QTA,-8.014,0.47949,5.37156,2.5756093044,-8.63872,22.0,,,0,-0.36427272727272725,False,False,False,False,False,False,False,False,,False,8.014,0.8107204280527422,0.47949,0.8354672272119243,5.37156,0.6099751576533538,2.5756093044,0.8358494171603287,8.63872,0.8906936747563539,0.8230938276323333,0.7103477928530479,0.7227211924326391,0.7520542709726734
7964925,inactive,O=C(NC1CCCc2ccccc21)C1CCC(CNc2c(N3CCOCC3)c(=O)c2=O)CC1,REFPNOLYNOYTMP-UHFFFAOYSA-N,6SLG,-8.014,0.05214,5.22987,0.2726854218,-8.76445,33.0,,,0,-0.24284848484848484,False,False,False,False,False,False,False,False,,False,8.014,0.8107204280527422,0.05214,0.12822472768966175,5.22987,0.5515000955474871,0.2726854218,0.15478692910376457,8.76445,0.9048347028473152,0.469472577871202,0.6811102618001147,0.33986241161857444,0.496815083763297
3711956,inactive,Cc1ccccc1OCCN1C(=O)NC2(CCc3ccccc32)C1=O,CGBHZOQTXXEOOA-UHFFFAOYSA-N,6SLG,-8.013,0.39955,5.95224,2.378217492,-8.56845,25.0,,,0,-0.32051999999999997,False,False,False,False,False,False,False,False,,False,8.013,0.8103382381043378,0.39955,0.7834893942289318,5.95224,0.8337473724441047,2.378217492,0.8102426906172367,8.56845,0.879036881330021,0.7969138161666348,0.8220428052742212,0.8086183833365183,0.8091916682591247
853533,inactive,CCc1nnc(NC(=O)C2CCCN(c3nc(C)cc(C)n3)C2)s1,HEGUAWAJDRYIMZ-UHFFFAOYSA-N,4QTA,-8.013,0.79539,6.72651,5.3501987889,-9.10517,24.0,,,0,-0.333875,False,False,False,False,False,False,False,False,,False,8.013,0.8103382381043378,0.79539,0.9730556086374929,6.72651,0.9751576533537168,5.3501987889,0.9919740110835085,9.10517,0.9457290273265813,0.8916969233709153,0.8927479457290273,0.9741066309956048,0.9195171666985158
843524,inactive,Cc1cccc2cc(CN(Cc3ccccc3)C(=O)N(C)C)c(O)nc12,MPDJYVJPGXWVMI-UHFFFAOYSA-N,4QTA,-8.012,0.19191,5.95969,1.1437241079,-8.7964,26.0,,,0,-0.30815384615384617,False,False,False,False,False,False,False,False,,False,8.012,0.8100515956430346,0.19191,0.5434741066309956,5.95969,0.8358494171603287,1.1437241079,0.5876170456716988,8.7964,0.9086566023313587,0.6767628511370152,0.8229505064016817,0.6896617618956622,0.7297917064781196
4241463,inactive,CC(=O)Nc1ccc(N2C(=O)CSC2c2ccc(F)cc2)cc1,JXXNWRLWFOOJDL-UHFFFAOYSA-N,4QTA,-8.011,0.69717,6.1557,4.291569369,-4.45514,23.0,,,0,-0.34830434782608694,False,False,False,False,False,False,False,False,,False,8.011,0.8096694056946302,0.69717,0.9403783680489203,6.1557,0.8906936747563539,4.291569369,0.9656029046436079,4.45514,0.13070896235429008,0.8750238868717752,0.850181540225492,0.9155360214026371,0.8802471494999681
851189,inactive,CC(=O)N1CCN(S(=O)(=O)c2ccc(S(=O)(=O)NCC(C)C)cc2)CC1,NTKPDNVGMWTJQN-UHFFFAOYSA-N,4QTA,-8.011,0.31056,5.07056,1.5747131136,-6.23821,26.0,,,0,-0.30811538461538457,False,False,False,False,False,False,False,False,,False,8.011,0.8096694056946302,0.31056,0.706669214599656,5.07056,0.4802216701700745,1.5747131136,0.68947066692146,6.23821,0.27135486336709347,0.7581693101471432,0.6449455379323523,0.5934454423848653,0.6655200968214536
853316,inactive,Cc1ccnc(NC(=O)CCC(=O)N(CC(=O)NC2CCCCC2)c2ccc3c(c2)OCO3)c1,QGLSEGMOXZJFAC-UHFFFAOYSA-N,4QTA,-8.011,0.2796,6.14038,1.7168502480000003,3.49473,34.0,,,0,-0.23561764705882352,False,False,True,False,False,False,False,False,positive_gnina_affinity,True,8.011,0.8096694056946302,0.2796,0.6720810242690617,6.14038,0.8849608255302885,1.7168502480000003,0.719472577871202,-3.49473,0.03535257022740302,0.7408752149818459,0.8473151156124594,0.7785209248996752,0.7889037518313268
845969,inactive,O=C(c1ccc(F)cc1)N1CCC(O)(c2cccnc2)CC1,AQNKDURHZASVIC-UHFFFAOYSA-N,4QTA,-8.008,0.12325,5.23109,0.6447318425,-8.33735,22.0,,,0,-0.36399999999999993,False,False,False,False,False,False,False,False,,False,8.008,0.8090961207720236,0.12325,0.3808522835849417,5.23109,0.5520733804700937,0.6447318425,0.399388496082553,8.33735,0.8358494171603287,0.5949742021784827,0.6805847506210587,0.4664628320275177,0.5806739282756864
